ts	cpu	mem	net_io	block_io	pids	fd_count	tcp_inuse	tcp_tw	tcp_alloc	tcp_mem	listen_overflows	listen_drops	tcp_retrans_segs	softirq_net_rx	softirq_net_tx
1775672464	1.36%	226MiB / 3.884GiB	3.43GB / 11GB	895MB / 0B	12	3	15	0	103	0	0	0	25	76900470	16111
1775672467	1.42%	226.4MiB / 3.884GiB	3.43GB / 11GB	895MB / 0B	11	3	15	0	104	0	0	0	25	76901757	16111
1775672471	0.00%	226.2MiB / 3.884GiB	3.43GB / 11GB	895MB / 0B	11	3	15	0	105	0	0	0	25	76902866	16111
1775672475	0.00%	225.8MiB / 3.884GiB	3.43GB / 11GB	895MB / 0B	11	3	15	0	105	0	0	0	25	76904002	16113
1775672478	0.00%	229.8MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	11	3	15	0	105	0	0	0	25	76905102	16113
1775672481	0.00%	229.6MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	11	3	15	0	105	0	0	0	25	76906090	16113
1775672484	0.01%	229.9MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	11	3	15	0	105	0	0	0	25	76907033	16113
1775672487	0.00%	229.3MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	12	3	15	0	105	0	0	0	25	76908123	16113
1775672490	0.01%	229.8MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	12	3	15	0	105	0	0	0	25	76909196	16114
1775672493	0.01%	230.2MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	12	3	15	0	105	0	0	0	25	76910251	16114
1775672496	0.18%	229.7MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	11	3	15	0	105	0	0	0	25	76911316	16114
1775672499	0.00%	229.1MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	11	3	15	0	105	0	0	0	25	76912434	16114
1775672502	0.02%	229.7MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	11	3	15	0	105	0	0	0	25	76913364	16114
1775672505	0.00%	229.6MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	11	3	15	0	105	0	0	0	25	76914414	16114
1775672508	0.00%	229.6MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	11	3	15	0	105	0	0	0	25	76915498	16114
1775672511	0.00%	229.9MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	11	3	15	0	105	0	0	0	25	76916507	16114
1775672514	0.01%	225.5MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	11	3	15	0	105	0	0	0	25	76917526	16114
1775672517	0.01%	226.1MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	12	3	15	0	105	0	0	0	25	76918628	16114
1775672520	0.00%	226MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	12	3	15	0	105	0	0	0	25	76919604	16114
1775672523	0.00%	225.8MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	12	3	15	0	105	0	0	0	25	76920554	16114
1775672526	0.38%	226.3MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	11	3	15	0	105	0	0	0	25	76921591	16114
1775672529	3.15%	226.1MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	11	3	15	0	103	0	0	0	25	76922638	16116
1775672532	3.07%	225.9MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	11	3	15	0	103	0	0	0	25	76923626	16116
1775672535	2.54%	226.2MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	11	3	15	0	103	0	0	0	25	76924701	16116
1775672538	2.80%	225.9MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	11	3	15	0	103	0	0	0	25	76925748	16116
1775672541	2.53%	225.7MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	11	3	15	0	103	0	0	0	25	76926766	16116
1775672544	2.60%	225.7MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	11	3	15	0	103	0	0	0	25	76927828	16116
1775672547	2.74%	225.9MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	12	3	15	0	103	0	0	0	25	76928977	16116
1775672550	3.19%	226MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	12	3	15	0	103	0	0	0	25	76929974	16116
1775672553	2.39%	226MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	12	3	15	0	103	0	0	0	25	76930997	16116
1775672556	2.48%	226.3MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	11	3	15	0	103	0	0	0	25	76932039	16116
1775672559	3.07%	226.4MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	11	3	15	0	103	0	0	0	25	76933108	16116
1775672562	2.84%	225.6MiB / 3.884GiB	3.43GB / 11GB	899MB / 0B	11	3	15	0	103	0	0	0	25	76934046	16116
1775672565	3.29%	229.9MiB / 3.884GiB	3.43GB / 11GB	903MB / 0B	11	3	15	0	103	0	0	0	25	76935082	16116
1775672569	2.65%	229.6MiB / 3.884GiB	3.43GB / 11GB	903MB / 0B	11	3	15	0	103	0	0	0	25	76936160	16116
1775672571	2.26%	230MiB / 3.884GiB	3.43GB / 11GB	903MB / 0B	11	3	15	0	103	0	0	0	25	76937101	16116
1775672574	2.60%	229.5MiB / 3.884GiB	3.43GB / 11GB	903MB / 0B	11	3	15	0	103	0	0	0	25	76938090	16116
1775672577	2.61%	229.8MiB / 3.884GiB	3.43GB / 11GB	903MB / 0B	12	3	15	0	103	0	0	0	25	76939291	16116
1775672581	2.52%	229.8MiB / 3.884GiB	3.43GB / 11GB	903MB / 0B	12	3	15	0	103	0	0	0	25	76940196	16116
1775672584	3.22%	229.6MiB / 3.884GiB	3.43GB / 11GB	903MB / 0B	12	3	15	0	103	0	0	0	25	76941234	16116
1775672587	3.23%	229.6MiB / 3.884GiB	3.43GB / 11GB	903MB / 0B	11	3	15	0	103	0	0	0	25	76942298	16120
1775672590	4.29%	230MiB / 3.884GiB	3.43GB / 11GB	903MB / 0B	11	3	15	0	103	0	0	0	25	76943343	16120
1775672593	1.27%	229.3MiB / 3.884GiB	3.43GB / 11GB	903MB / 0B	11	3	15	0	104	0	0	0	25	76944505	16120
1775672597	1.43%	230.1MiB / 3.884GiB	3.43GB / 11GB	903MB / 0B	11	3	15	0	104	0	0	0	25	76945711	16120
1775672600	1.38%	229.3MiB / 3.884GiB	3.43GB / 11GB	903MB / 0B	11	3	15	0	104	0	0	0	25	76946845	16120
1775672603	1.32%	229.7MiB / 3.884GiB	3.43GB / 11GB	903MB / 0B	11	3	15	0	104	0	0	0	25	76947953	16120
1775672606	3.12%	233MiB / 3.884GiB	3.43GB / 11GB	910MB / 0B	12	3	15	0	104	0	0	0	25	76949156	16120
1775672609	1.24%	233.5MiB / 3.884GiB	3.43GB / 11GB	910MB / 0B	12	3	15	0	104	0	0	0	25	76950285	16120
1775672612	1.31%	232.8MiB / 3.884GiB	3.43GB / 11GB	910MB / 0B	12	3	15	0	104	0	0	0	25	76951344	16120
1775672615	1.30%	232.8MiB / 3.884GiB	3.43GB / 11GB	910MB / 0B	12	3	15	0	104	0	0	0	25	76952513	16120
1775672618	1.45%	232.5MiB / 3.884GiB	3.43GB / 11GB	910MB / 0B	11	3	15	0	104	0	0	0	25	76953672	16120
1775672621	1.23%	233MiB / 3.884GiB	3.43GB / 11GB	910MB / 0B	11	3	15	0	104	0	0	0	25	76954751	16120
1775672624	1.36%	233.1MiB / 3.884GiB	3.43GB / 11GB	910MB / 0B	11	3	15	0	104	0	0	0	25	76955862	16120
1775672627	1.22%	232.9MiB / 3.884GiB	3.43GB / 11GB	910MB / 0B	11	3	15	0	104	0	0	0	25	76957005	16120
1775672630	1.09%	232.9MiB / 3.884GiB	3.43GB / 11GB	910MB / 0B	11	3	15	0	104	0	0	0	25	76958187	16120
1775672633	1.18%	233.2MiB / 3.884GiB	3.43GB / 11GB	910MB / 0B	11	3	15	0	104	0	0	0	25	76959313	16120
1775672636	1.25%	233.1MiB / 3.884GiB	3.43GB / 11GB	910MB / 0B	12	3	15	0	104	0	0	0	25	76960469	16120
1775672639	1.36%	233.4MiB / 3.884GiB	3.43GB / 11GB	910MB / 0B	12	3	15	0	104	0	0	0	25	76961638	16120
1775672642	1.25%	233.2MiB / 3.884GiB	3.43GB / 11GB	910MB / 0B	12	3	15	0	104	0	0	0	25	76962741	16120
1775672645	1.50%	232.8MiB / 3.884GiB	3.43GB / 11GB	910MB / 0B	12	3	15	0	104	0	0	0	25	76963919	16120
1775672648	1.45%	225.5MiB / 3.884GiB	3.43GB / 11GB	910MB / 0B	11	3	15	0	104	0	0	0	25	76965103	16120
1775672651	1.74%	226.3MiB / 3.884GiB	3.43GB / 11GB	910MB / 0B	11	3	15	0	104	0	0	0	25	76966220	16120
1775672654	1.24%	225.8MiB / 3.884GiB	3.43GB / 11GB	910MB / 0B	11	3	15	0	104	0	0	0	25	76967327	16120
1775672657	1.31%	229.2MiB / 3.884GiB	3.43GB / 11GB	914MB / 0B	11	3	15	0	104	0	0	0	25	76968588	16120
1775672660	1.31%	229.5MiB / 3.884GiB	3.43GB / 11GB	914MB / 0B	11	3	15	0	104	0	0	0	25	76969665	16120
1775672663	1.30%	229.6MiB / 3.884GiB	3.43GB / 11GB	914MB / 0B	11	3	15	0	104	0	0	0	25	76970767	16120
1775672666	1.65%	230MiB / 3.884GiB	3.43GB / 11GB	914MB / 0B	12	3	15	0	104	0	0	0	25	76971934	16120
1775672669	1.33%	230MiB / 3.884GiB	3.43GB / 11GB	914MB / 0B	12	3	15	0	104	0	0	0	25	76973074	16120
1775672672	1.23%	229.8MiB / 3.884GiB	3.43GB / 11GB	914MB / 0B	12	3	15	0	104	0	0	0	25	76974187	16120
1775672675	1.42%	229.9MiB / 3.884GiB	3.43GB / 11GB	914MB / 0B	11	3	15	0	104	0	0	0	25	76975366	16120
1775672678	1.23%	230.1MiB / 3.884GiB	3.43GB / 11GB	915MB / 0B	11	3	15	0	104	0	0	0	25	76976547	16120
1775672681	1.34%	230.7MiB / 3.884GiB	3.43GB / 11GB	915MB / 0B	11	3	15	0	104	0	0	0	25	76977648	16120
1775672684	1.06%	230.7MiB / 3.884GiB	3.43GB / 11GB	915MB / 0B	11	3	15	0	104	0	0	0	25	76978740	16120
1775672687	1.20%	230.2MiB / 3.884GiB	3.43GB / 11GB	915MB / 0B	11	3	15	0	104	0	0	0	25	76979930	16120
1775672690	1.50%	230.5MiB / 3.884GiB	3.43GB / 11GB	915MB / 0B	11	3	15	0	104	0	0	0	25	76980998	16120
1775672693	1.34%	225.6MiB / 3.884GiB	3.43GB / 11GB	915MB / 0B	11	3	15	0	104	0	0	0	25	76982118	16120
1775672696	1.27%	226.1MiB / 3.884GiB	3.43GB / 11GB	915MB / 0B	12	3	15	0	104	0	0	0	25	76983271	16120
1775672699	1.36%	225.4MiB / 3.884GiB	3.43GB / 11GB	915MB / 0B	12	3	15	0	104	0	0	0	25	76984462	16120
1775672702	1.40%	226.2MiB / 3.884GiB	3.43GB / 11GB	915MB / 0B	12	3	15	0	104	0	0	0	25	76985588	16120
1775672705	2.12%	226.1MiB / 3.884GiB	3.43GB / 11GB	915MB / 0B	11	3	15	0	104	0	0	0	25	76986731	16120
1775672709	1.65%	225.8MiB / 3.884GiB	3.43GB / 11GB	915MB / 0B	11	3	15	0	104	0	0	0	25	76987895	16120
1775672712	1.19%	225.8MiB / 3.884GiB	3.43GB / 11GB	915MB / 0B	11	3	15	0	104	0	0	0	25	76989044	16120
1775672715	0.48%	225.5MiB / 3.884GiB	3.43GB / 11GB	915MB / 0B	11	3	15	0	104	0	0	0	25	76990459	16120
1775672719	0.01%	226.2MiB / 3.884GiB	3.43GB / 11GB	915MB / 0B	11	3	15	0	106	0	0	0	25	76991523	16120
1775672721	0.00%	225.7MiB / 3.884GiB	3.43GB / 11GB	915MB / 0B	11	3	15	0	106	0	0	0	25	76992572	16120
1775672725	0.00%	225.9MiB / 3.884GiB	3.43GB / 11GB	915MB / 0B	11	3	15	0	106	0	0	0	25	76993583	16120
1775672728	0.01%	225.3MiB / 3.884GiB	3.43GB / 11GB	915MB / 0B	12	3	15	0	106	0	0	0	25	76994801	16120
1775672731	0.00%	226.1MiB / 3.884GiB	3.43GB / 11GB	915MB / 0B	12	3	15	0	106	0	0	0	25	76995759	16120
1775672734	0.00%	226MiB / 3.884GiB	3.43GB / 11GB	915MB / 0B	12	3	15	0	106	0	0	0	25	76996809	16120
1775672737	0.01%	226MiB / 3.884GiB	3.43GB / 11GB	915MB / 0B	11	3	15	0	104	0	0	0	25	76997898	16120
1775672740	1.27%	226MiB / 3.884GiB	3.43GB / 11GB	915MB / 0B	11	3	15	0	105	0	0	0	25	76998984	16120
1775672743	0.00%	225.8MiB / 3.884GiB	3.43GB / 11GB	915MB / 0B	11	3	15	0	106	0	0	0	25	77000017	16120
1775672746	0.19%	226.2MiB / 3.884GiB	3.43GB / 11GB	915MB / 0B	11	3	15	0	106	0	0	0	25	77001136	16120
1775672749	0.00%	225.7MiB / 3.884GiB	3.43GB / 11GB	915MB / 0B	11	3	15	0	106	0	0	0	25	77002309	16120
1775672752	0.01%	226MiB / 3.884GiB	3.43GB / 11GB	915MB / 0B	11	3	15	0	106	0	0	0	25	77003369	16120
1775672755	0.00%	226.1MiB / 3.884GiB	3.43GB / 11GB	915MB / 0B	11	3	15	0	106	0	0	0	25	77004453	16120
1775672758	0.00%	232.9MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	12	3	15	0	106	0	0	0	25	77005558	16120
1775672761	0.01%	233.5MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	12	3	15	0	106	0	0	0	25	77006538	16120
1775672764	0.02%	233.4MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	12	3	15	0	104	0	0	0	25	77007627	16120
1775672767	1.73%	233.4MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	105	0	0	0	25	77009191	16120
1775672771	1.38%	233.6MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	104	0	0	0	25	77010336	16120
1775672775	1.39%	233.1MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	105	0	0	0	25	77011642	16120
1775672778	1.03%	233.4MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	105	0	0	0	25	77012779	16120
1775672781	1.31%	233.9MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	105	0	0	0	25	77013856	16120
1775672784	1.24%	225.7MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	105	0	0	0	25	77014935	16120
1775672787	1.23%	226.3MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	12	3	15	0	105	0	0	0	25	77016074	16123
1775672790	1.21%	226.4MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	12	3	15	0	105	0	0	0	25	77017231	16124
1775672793	1.62%	225.9MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	12	3	15	0	105	0	0	0	25	77018305	16124
1775672796	1.29%	225.7MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	105	0	0	0	25	77019452	16124
1775672799	1.38%	225.9MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	105	0	0	0	25	77020639	16124
1775672802	1.18%	225.6MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	105	0	0	0	25	77021770	16124
1775672805	1.44%	226.2MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	105	0	0	0	25	77022925	16124
1775672808	1.05%	226.4MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	105	0	0	0	25	77024138	16124
1775672811	1.25%	226MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	105	0	0	0	25	77025216	16124
1775672814	1.37%	226.1MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	105	0	0	0	25	77026300	16124
1775672817	1.30%	225.8MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	12	3	15	0	105	0	0	0	25	77027573	16124
1775672820	1.22%	226MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	12	3	15	0	105	0	0	0	25	77028650	16124
1775672823	1.29%	226.2MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	12	3	15	0	105	0	0	0	25	77029779	16124
1775672826	0.01%	226MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	105	0	0	0	25	77031315	16124
1775672830	1.63%	226MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	104	0	0	0	25	77032735	16124
1775672834	1.24%	225.8MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	106	0	0	0	25	77033758	16124
1775672837	1.40%	226.4MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	104	0	0	0	25	77034996	16124
1775672840	1.39%	225.9MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	106	0	0	0	25	77036050	16124
1775672843	1.23%	226MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	106	0	0	0	25	77037045	16124
1775672846	1.45%	225.8MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	12	3	15	0	106	0	0	0	25	77038140	16124
1775672849	1.30%	225.4MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	12	3	15	0	106	0	0	0	25	77039234	16124
1775672852	1.20%	226.2MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	12	3	15	0	105	0	0	0	25	77040279	16124
1775672855	1.28%	225.8MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	106	0	0	0	25	77041384	16124
1775672858	1.25%	225.5MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	106	0	0	0	25	77042490	16124
1775672861	1.30%	226.3MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	106	0	0	0	25	77043489	16124
1775672865	1.23%	225.7MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	106	0	0	0	25	77044494	16124
1775672867	1.58%	225.9MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	106	0	0	0	25	77045671	16124
1775672870	1.47%	226MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	106	0	0	0	25	77046732	16124
1775672873	1.18%	225.9MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	106	0	0	0	25	77047746	16124
1775672877	1.29%	226.3MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	12	3	15	0	106	0	0	0	25	77048822	16124
1775672880	1.37%	225.5MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	12	3	15	0	106	0	0	0	25	77049905	16124
1775672883	1.35%	225.9MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	12	3	15	0	106	0	0	0	25	77050920	16124
1775672886	2.94%	226.4MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	104	0	0	0	25	77052139	16124
1775672889	2.29%	226.4MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	105	0	0	0	25	77053357	16124
1775672893	1.40%	226.1MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	105	0	0	0	25	77054430	16124
1775672896	1.21%	226MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	105	0	0	0	25	77055613	16124
1775672899	1.02%	226MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	105	0	0	0	25	77056773	16124
1775672902	1.34%	226.2MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	105	0	0	0	25	77057857	16124
1775672905	1.14%	226MiB / 3.884GiB	3.43GB / 11GB	923MB / 0B	11	3	15	0	105	0	0	0	25	77059100	16124
1775672908	1.40%	233.7MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	12	3	15	0	105	0	0	0	25	77060266	16124
1775672911	1.34%	233.7MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	12	3	15	0	105	0	0	0	25	77061346	16124
1775672914	1.33%	233.9MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	12	3	15	0	105	0	0	0	25	77062490	16124
1775672917	1.12%	233.9MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	105	0	0	0	25	77063654	16124
1775672920	1.83%	226.2MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	105	0	0	0	25	77064833	16124
1775672923	1.39%	225.7MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	105	0	0	0	25	77065938	16124
1775672926	1.40%	226.7MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	105	0	0	0	25	77067089	16124
1775672929	1.07%	225.6MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	105	0	0	0	25	77068300	16124
1775672932	1.15%	225.8MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	105	0	0	0	25	77069368	16124
1775672935	1.05%	226.1MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	105	0	0	0	25	77070546	16124
1775672938	1.41%	225.7MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	12	3	15	0	105	0	0	0	25	77071742	16124
1775672941	1.25%	226.3MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	12	3	15	0	105	0	0	0	25	77072849	16124
1775672944	1.46%	225.6MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	12	3	15	0	105	0	0	0	25	77073913	16124
1775672947	1.60%	226.2MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	105	0	0	0	25	77075231	16124
1775672950	0.00%	226.1MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	107	0	0	0	25	77076630	16124
1775672954	0.00%	225.9MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	105	0	0	0	25	77077656	16124
1775672957	0.01%	225.8MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	107	0	0	0	25	77078824	16124
1775672960	0.00%	226.1MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	107	0	0	0	25	77079848	16124
1775672963	0.01%	225.9MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	105	0	0	0	25	77080885	16126
1775672966	0.47%	225.7MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	12	3	15	0	107	0	0	0	25	77082023	16126
1775672969	0.00%	225.9MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	12	3	15	0	107	0	0	0	25	77083131	16126
1775672972	0.01%	225.9MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	12	3	15	0	107	0	0	0	25	77084125	16126
1775672975	0.03%	225.9MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	107	0	0	0	25	77085306	16126
1775672978	0.01%	225.9MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	107	0	0	0	25	77086426	16126
1775672981	0.00%	225.8MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	107	0	0	0	25	77087477	16126
1775672984	0.00%	226.1MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	107	0	0	0	25	77088460	16126
1775672987	0.01%	226.2MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	107	0	0	0	25	77089629	16126
1775672990	0.01%	225.7MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	107	0	0	0	25	77090639	16126
1775672993	0.02%	226.1MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	105	0	0	0	25	77091711	16126
1775672996	0.01%	225.9MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	12	3	15	0	107	0	0	0	25	77092797	16126
1775672999	0.01%	225.9MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	12	3	15	0	107	0	0	0	25	77093931	16128
1775673002	0.00%	225.9MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	12	3	15	0	107	0	0	0	25	77094953	16128
1775673006	1.21%	226.4MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	107	0	0	0	25	77096065	16128
1775673009	0.00%	225.8MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	107	0	0	0	25	77097247	16128
1775673012	0.01%	226.2MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	107	0	0	0	25	77098319	16128
1775673015	1.49%	225.7MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	106	0	0	0	25	77099694	16128
1775673019	1.22%	225.9MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	106	0	0	0	25	77100800	16128
1775673022	1.16%	225.9MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	106	0	0	0	25	77101790	16130
1775673025	1.47%	225.8MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	106	0	0	0	25	77102909	16130
1775673028	1.45%	225.8MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	12	3	15	0	106	0	0	0	25	77104043	16130
1775673031	1.36%	225.8MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	12	3	15	0	106	0	0	0	25	77105037	16130
1775673034	1.38%	225.7MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	12	3	15	0	106	0	0	0	25	77106036	16130
1775673037	1.17%	226.2MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	106	0	0	0	25	77107130	16130
1775673040	3.09%	226.1MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	106	0	0	0	25	77108215	16130
1775673043	1.27%	226.3MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	106	0	0	0	25	77109236	16130
1775673046	1.35%	225.6MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	106	0	0	0	25	77110333	16130
1775673049	1.21%	226MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	106	0	0	0	25	77111562	16130
1775673052	1.32%	226.2MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	106	0	0	0	25	77112623	16130
1775673055	1.29%	225.9MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	104	0	0	0	25	77113734	16130
1775673058	1.17%	226.2MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	12	3	15	0	106	0	0	0	25	77114835	16130
1775673061	1.36%	226MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	12	3	15	0	106	0	0	0	25	77115849	16130
1775673064	1.66%	225.6MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	12	3	15	0	104	0	0	0	25	77116921	16130
1775673067	1.92%	225.8MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	106	0	0	0	25	77118185	16130
1775673070	2.53%	226.3MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	104	0	0	0	25	77119252	16130
1775673073	1.35%	225.6MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	105	0	0	0	25	77120380	16130
1775673077	1.19%	225.7MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	105	0	0	0	25	77121563	16130
1775673080	1.26%	226.4MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	105	0	0	0	25	77122717	16130
1775673083	1.25%	225.9MiB / 3.884GiB	3.43GB / 11GB	931MB / 0B	11	3	15	0	105	0	0	0	25	77123804	16130
