ts	cpu	mem	net_io	block_io	pids	fd_count	tcp_inuse	tcp_tw	tcp_alloc	tcp_mem	listen_overflows	listen_drops	tcp_retrans_segs	softirq_net_rx	softirq_net_tx
1775664963	2.42%	228.9MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	12	3	15	0	105	0	0	0	9	74195470	15688
1775664966	1.94%	229.3MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	11	3	15	0	105	0	0	0	9	74196695	15688
1775664969	1.32%	228.9MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	11	3	15	0	105	0	0	0	9	74197885	15688
1775664972	0.04%	229MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	11	3	15	0	105	0	0	0	9	74199241	15688
1775664976	0.51%	229.3MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	11	3	15	0	107	0	0	0	9	74200350	15688
1775664979	0.01%	228.9MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	11	3	15	0	107	0	0	0	9	74201445	15688
1775664982	0.00%	229.1MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	11	3	15	0	105	0	0	0	9	74202483	15688
1775664985	0.01%	228.8MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	11	3	15	0	107	0	0	0	9	74203612	15688
1775664988	0.00%	228.7MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	12	3	15	0	107	0	0	0	9	74204695	15688
1775664991	0.01%	228.7MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	12	3	15	0	107	0	0	0	9	74205744	15688
1775664994	0.02%	228.8MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	12	3	15	0	106	0	0	0	9	74206781	15688
1775664997	0.01%	228.8MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	11	3	15	0	107	0	0	0	9	74207997	15688
1775665000	0.00%	228.6MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	11	3	15	0	105	0	0	0	9	74209015	15688
1775665003	0.00%	228.7MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	11	3	15	0	106	0	0	0	9	74210021	15688
1775665006	0.14%	228.5MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	11	3	15	0	106	0	0	0	9	74211139	15688
1775665009	0.00%	228.6MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	11	3	15	0	106	0	0	0	9	74212244	15688
1775665012	0.01%	228.6MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	11	3	15	0	106	0	0	0	9	74213298	15688
1775665015	1.43%	228.9MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	12	3	15	0	105	0	0	0	9	74214767	15688
1775665019	1.25%	228.7MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	12	3	15	0	105	0	0	0	9	74215894	15688
1775665022	1.44%	228.8MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	12	3	15	0	105	0	0	0	9	74216953	15688
1775665026	1.63%	228.7MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	11	3	15	0	104	0	0	0	9	74218143	15688
1775665030	1.33%	229MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	11	3	15	0	104	0	0	0	9	74219288	15688
1775665033	1.36%	228.5MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	11	3	15	0	104	0	0	0	9	74220413	15688
1775665035	2.00%	228.9MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	11	3	15	0	104	0	0	0	9	74221564	15688
1775665038	1.22%	228.9MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	11	3	15	0	104	0	0	0	9	74222699	15688
1775665042	1.39%	228.8MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	11	3	15	0	104	0	0	0	9	74223791	15688
1775665045	1.35%	228.6MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	11	3	15	0	104	0	0	0	9	74224867	15688
1775665047	1.51%	229MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	12	3	15	0	104	0	0	0	9	74226069	15688
1775665051	1.30%	228.8MiB / 3.884GiB	3.42GB / 11GB	521MB / 0B	12	3	15	0	104	0	0	0	9	74227148	15688
1775665054	2.56%	228.6MiB / 3.884GiB	3.42GB / 11GB	522MB / 0B	12	3	15	0	104	0	0	0	9	74228243	15688
1775665057	1.18%	229.5MiB / 3.884GiB	3.42GB / 11GB	522MB / 0B	11	3	15	0	104	0	0	0	9	74229413	15688
1775665060	1.29%	229.3MiB / 3.884GiB	3.42GB / 11GB	522MB / 0B	11	3	15	0	104	0	0	0	9	74230579	15688
1775665063	1.39%	229.6MiB / 3.884GiB	3.42GB / 11GB	522MB / 0B	11	3	15	0	104	0	0	0	9	74231650	15688
1775665066	1.52%	230.2MiB / 3.884GiB	3.42GB / 11GB	522MB / 0B	11	3	15	0	104	0	0	0	9	74232809	15688
1775665069	1.45%	229.6MiB / 3.884GiB	3.42GB / 11GB	522MB / 0B	11	3	15	0	104	0	0	0	9	74233969	15688
1775665072	1.26%	229.3MiB / 3.884GiB	3.42GB / 11GB	522MB / 0B	11	3	15	0	104	0	0	0	9	74235048	15688
1775665075	1.33%	229.7MiB / 3.884GiB	3.42GB / 11GB	522MB / 0B	11	3	15	0	104	0	0	0	9	74236177	15688
1775665078	1.33%	229.5MiB / 3.884GiB	3.42GB / 11GB	522MB / 0B	12	3	15	0	104	0	0	0	9	74237360	15688
1775665081	1.49%	229.8MiB / 3.884GiB	3.42GB / 11GB	522MB / 0B	12	3	15	0	104	0	0	0	9	74238463	15688
1775665084	1.61%	229MiB / 3.884GiB	3.42GB / 11GB	522MB / 0B	12	3	15	0	104	0	0	0	9	74239539	15688
1775665087	0.01%	228.5MiB / 3.884GiB	3.42GB / 11GB	522MB / 0B	11	3	15	0	106	0	0	0	9	74241160	15688
1775665091	1.32%	228.7MiB / 3.884GiB	3.42GB / 11GB	522MB / 0B	11	3	15	0	105	0	0	0	9	74242398	15688
1775665095	1.33%	229.1MiB / 3.884GiB	3.42GB / 11GB	522MB / 0B	11	3	15	0	105	0	0	0	9	74243505	15688
1775665098	1.34%	228.9MiB / 3.884GiB	3.42GB / 11GB	522MB / 0B	11	3	15	0	105	0	0	0	9	74244608	15688
1775665101	1.26%	228.9MiB / 3.884GiB	3.42GB / 11GB	522MB / 0B	11	3	15	0	105	0	0	0	9	74245690	15688
1775665104	1.28%	228.3MiB / 3.884GiB	3.42GB / 11GB	522MB / 0B	11	3	15	0	105	0	0	0	9	74246706	15688
1775665107	1.47%	241.4MiB / 3.884GiB	3.42GB / 11GB	535MB / 0B	12	3	15	0	105	0	0	0	9	74247886	15688
1775665110	1.48%	241.1MiB / 3.884GiB	3.42GB / 11GB	535MB / 0B	12	3	15	0	105	0	0	0	9	74248964	15688
1775665113	2.10%	241.3MiB / 3.884GiB	3.42GB / 11GB	535MB / 0B	12	3	15	0	103	0	0	0	9	74250020	15688
1775665116	1.26%	241.5MiB / 3.884GiB	3.42GB / 11GB	535MB / 0B	11	3	15	0	105	0	0	0	9	74251136	15691
1775665119	1.45%	241.1MiB / 3.884GiB	3.42GB / 11GB	535MB / 0B	11	3	15	0	105	0	0	0	9	74252221	15692
1775665122	1.20%	241.6MiB / 3.884GiB	3.42GB / 11GB	535MB / 0B	11	3	15	0	105	0	0	0	9	74253262	15692
1775665125	1.50%	241.5MiB / 3.884GiB	3.42GB / 11GB	535MB / 0B	11	3	15	0	105	0	0	0	9	74254347	15692
1775665128	1.16%	228.8MiB / 3.884GiB	3.42GB / 11GB	535MB / 0B	11	3	15	0	105	0	0	0	9	74255466	15692
1775665131	1.25%	228.6MiB / 3.884GiB	3.42GB / 11GB	535MB / 0B	11	3	15	0	105	0	0	0	9	74256510	15692
1775665134	1.35%	228.8MiB / 3.884GiB	3.42GB / 11GB	535MB / 0B	11	3	15	0	105	0	0	0	9	74257548	15692
1775665137	1.40%	229.1MiB / 3.884GiB	3.42GB / 11GB	535MB / 0B	12	3	15	0	105	0	0	0	9	74258772	15692
1775665140	1.31%	228.8MiB / 3.884GiB	3.42GB / 11GB	535MB / 0B	12	3	15	0	105	0	0	0	9	74259804	15693
1775665143	1.92%	229.4MiB / 3.884GiB	3.42GB / 11GB	535MB / 0B	12	3	15	0	104	0	0	0	9	74260855	15693
1775665147	1.82%	232.2MiB / 3.884GiB	3.42GB / 11GB	539MB / 0B	20	3	15	10	104	0	0	0	14	74262269	15693
1775665151	0.01%	232.5MiB / 3.884GiB	3.42GB / 11GB	539MB / 0B	20	3	15	10	106	0	0	0	14	74263667	15693
1775665154	0.01%	232.5MiB / 3.884GiB	3.42GB / 11GB	539MB / 0B	20	3	15	10	106	0	0	0	14	74264726	15693
1775665157	0.00%	231.9MiB / 3.884GiB	3.42GB / 11GB	539MB / 0B	11	3	15	10	106	0	0	0	14	74266087	15693
1775665160	0.00%	232.6MiB / 3.884GiB	3.42GB / 11GB	539MB / 0B	11	3	15	10	106	0	0	0	14	74267120	15693
1775665163	0.01%	232.3MiB / 3.884GiB	3.42GB / 11GB	539MB / 0B	11	3	15	10	106	0	0	0	14	74268176	15693
1775665167	0.00%	232.5MiB / 3.884GiB	3.42GB / 11GB	539MB / 0B	12	3	15	10	106	0	0	0	14	74269301	15693
1775665169	0.00%	231.9MiB / 3.884GiB	3.42GB / 11GB	539MB / 0B	12	3	15	10	104	0	0	0	14	74270402	15693
1775665173	0.00%	229MiB / 3.884GiB	3.42GB / 11GB	539MB / 0B	12	3	15	10	104	0	0	0	14	74271461	15693
1775665176	2.48%	235.4MiB / 3.884GiB	3.42GB / 11GB	546MB / 0B	11	3	15	10	106	0	0	0	14	74272565	15693
1775665179	0.01%	235.4MiB / 3.884GiB	3.42GB / 11GB	546MB / 0B	11	3	15	10	106	0	0	0	14	74273680	15693
1775665182	0.01%	235.8MiB / 3.884GiB	3.42GB / 11GB	546MB / 0B	11	3	15	10	106	0	0	0	14	74274721	15693
1775665185	0.00%	235.8MiB / 3.884GiB	3.42GB / 11GB	546MB / 0B	11	3	15	10	106	0	0	0	14	74275740	15693
1775665188	0.00%	235.9MiB / 3.884GiB	3.42GB / 11GB	546MB / 0B	11	3	15	10	106	0	0	0	14	74276940	15693
1775665191	0.00%	235.5MiB / 3.884GiB	3.42GB / 11GB	546MB / 0B	11	3	15	10	106	0	0	0	14	74277980	15693
1775665194	0.01%	235.8MiB / 3.884GiB	3.42GB / 11GB	546MB / 0B	11	3	15	10	106	0	0	0	14	74278990	15693
1775665197	0.01%	235.3MiB / 3.884GiB	3.42GB / 11GB	546MB / 0B	12	3	15	10	106	0	0	0	14	74280116	15693
1775665200	0.00%	236MiB / 3.884GiB	3.42GB / 11GB	546MB / 0B	12	3	15	10	106	0	0	0	14	74281263	15693
1775665203	0.01%	235.6MiB / 3.884GiB	3.42GB / 11GB	546MB / 0B	12	3	15	10	106	0	0	0	14	74282291	15693
1775665206	0.52%	235.7MiB / 3.884GiB	3.42GB / 11GB	546MB / 0B	11	3	15	10	106	0	0	0	14	74283396	15693
1775665209	0.00%	235.8MiB / 3.884GiB	3.42GB / 11GB	546MB / 0B	11	3	15	0	104	0	0	0	14	74284606	15700
1775665213	1.29%	235.9MiB / 3.884GiB	3.42GB / 11GB	546MB / 0B	11	3	15	0	105	0	0	0	14	74285957	15700
1775665216	1.49%	235.6MiB / 3.884GiB	3.42GB / 11GB	546MB / 0B	11	3	15	0	104	0	0	0	14	74287085	15700
1775665219	1.27%	229.2MiB / 3.884GiB	3.42GB / 11GB	546MB / 0B	11	3	15	0	105	0	0	0	14	74288221	15700
1775665222	1.24%	228.8MiB / 3.884GiB	3.42GB / 11GB	546MB / 0B	11	3	15	0	105	0	0	0	14	74289240	15700
1775665225	1.37%	228.9MiB / 3.884GiB	3.42GB / 11GB	546MB / 0B	11	3	15	0	105	0	0	0	14	74290345	15700
1775665228	1.28%	228.7MiB / 3.884GiB	3.42GB / 11GB	546MB / 0B	12	3	15	0	105	0	0	0	14	74291484	15700
1775665231	1.10%	228.8MiB / 3.884GiB	3.42GB / 11GB	546MB / 0B	12	3	15	0	105	0	0	0	14	74292503	15700
1775665234	1.24%	228.6MiB / 3.884GiB	3.42GB / 11GB	546MB / 0B	12	3	15	0	105	0	0	0	14	74293514	15700
1775665237	1.19%	229.9MiB / 3.884GiB	3.42GB / 11GB	547MB / 0B	11	3	15	0	103	0	0	0	14	74294753	15700
1775665240	1.28%	229.7MiB / 3.884GiB	3.42GB / 11GB	547MB / 0B	11	3	15	0	103	0	0	0	14	74295760	15700
1775665243	1.49%	229.7MiB / 3.884GiB	3.42GB / 11GB	547MB / 0B	11	3	15	0	105	0	0	0	14	74296797	15700
1775665246	1.43%	230MiB / 3.884GiB	3.42GB / 11GB	547MB / 0B	11	3	15	0	105	0	0	0	14	74297902	15700
1775665249	1.17%	230.1MiB / 3.884GiB	3.42GB / 11GB	547MB / 0B	11	3	15	0	105	0	0	0	14	74299063	15700
1775665252	1.28%	230MiB / 3.884GiB	3.42GB / 11GB	547MB / 0B	11	3	15	0	105	0	0	0	14	74300078	15700
1775665255	1.37%	229.8MiB / 3.884GiB	3.42GB / 11GB	547MB / 0B	12	3	15	0	105	0	0	0	14	74301196	15700
1775665258	1.35%	229.9MiB / 3.884GiB	3.42GB / 11GB	547MB / 0B	12	3	15	0	105	0	0	0	14	74302331	15700
1775665261	1.38%	229.7MiB / 3.884GiB	3.42GB / 11GB	547MB / 0B	12	3	15	0	103	0	0	0	14	74303359	15700
1775665264	1.82%	228.7MiB / 3.884GiB	3.42GB / 11GB	547MB / 0B	12	3	15	0	105	0	0	0	14	74304462	15700
1775665268	1.61%	232.1MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	104	0	0	0	14	74305728	15700
1775665271	0.05%	232MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	106	0	0	0	14	74307137	15700
1775665275	0.53%	232.2MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	106	0	0	0	14	74308242	15700
1775665278	0.00%	232.5MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	106	0	0	0	14	74309372	15700
1775665281	0.00%	232.3MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	106	0	0	0	14	74310397	15700
1775665284	0.01%	232.4MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	106	0	0	0	14	74311418	15700
1775665287	0.00%	232.2MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	12	3	15	0	106	0	0	0	14	74312581	15700
1775665290	0.00%	232.7MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	12	3	15	0	106	0	0	0	14	74313594	15700
1775665293	1.33%	232.5MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	12	3	15	0	106	0	0	0	14	74314634	15700
1775665297	0.00%	232.4MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	106	0	0	0	14	74315784	15700
1775665299	0.01%	232.6MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	106	0	0	0	14	74316868	15700
1775665303	0.01%	232MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	106	0	0	0	14	74317870	15700
1775665306	0.24%	232.2MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	104	0	0	0	14	74318969	15700
1775665309	0.01%	228.9MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	106	0	0	0	14	74320077	15700
1775665312	0.00%	228.7MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	106	0	0	0	14	74321084	15700
1775665315	0.00%	229.2MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	106	0	0	0	14	74322190	15700
1775665318	0.00%	229MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	12	3	15	0	106	0	0	0	14	74323307	15700
1775665321	0.00%	229MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	12	3	15	0	106	0	0	0	14	74324390	15700
1775665324	1.08%	229.3MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	12	3	15	0	105	0	0	0	14	74325426	15700
1775665327	1.99%	228.9MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	105	0	0	0	14	74326961	15700
1775665331	1.46%	229MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	104	0	0	0	14	74328074	15700
1775665335	1.43%	228.9MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	104	0	0	0	14	74329254	15700
1775665338	1.41%	228.9MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	104	0	0	0	14	74330440	15700
1775665341	1.26%	228.6MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	105	0	0	0	14	74331562	15700
1775665344	1.46%	229.2MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	105	0	0	0	14	74332709	15700
1775665347	1.37%	229.4MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	12	3	15	0	105	0	0	0	14	74333856	15700
1775665350	1.33%	229.5MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	12	3	15	0	105	0	0	0	14	74335046	15700
1775665353	1.22%	228.9MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	12	3	15	0	105	0	0	0	14	74336152	15700
1775665356	1.50%	229.1MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	105	0	0	0	14	74337307	15700
1775665359	1.49%	229.1MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	105	0	0	0	14	74338430	15700
1775665362	1.47%	229MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	105	0	0	0	14	74339561	15700
1775665365	1.23%	228.6MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	105	0	0	0	14	74340776	15700
1775665368	1.55%	228.4MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	105	0	0	0	14	74341953	15700
1775665371	1.06%	228.6MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	105	0	0	0	14	74343047	15700
1775665374	1.26%	229.2MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	105	0	0	0	14	74344110	15700
1775665377	1.33%	228.9MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	12	3	15	0	105	0	0	0	14	74345291	15700
1775665380	1.42%	228.9MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	12	3	15	0	105	0	0	0	14	74346460	15700
1775665383	1.35%	228.8MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	12	3	15	0	105	0	0	0	14	74347497	15700
1775665386	1.96%	228.6MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	105	0	0	0	14	74348660	15700
1775665389	1.35%	228.6MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	105	0	0	0	14	74349828	15700
1775665392	0.01%	228.5MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	107	0	0	0	14	74351295	15700
1775665396	0.41%	228.3MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	107	0	0	0	14	74352446	15700
1775665399	0.01%	229.1MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	105	0	0	0	14	74353593	15700
1775665402	0.00%	228.6MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	11	3	15	0	107	0	0	0	14	74354633	15700
1775665405	0.17%	228.6MiB / 3.884GiB	3.42GB / 11GB	551MB / 0B	12	3	15	0	107	0	0	0	14	74355787	15700
1775665408	0.01%	236.3MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	12	3	15	0	105	0	0	0	14	74356901	15700
1775665411	0.00%	235.5MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	12	3	15	0	107	0	0	0	14	74357952	15700
1775665414	0.00%	236.2MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	12	3	15	0	107	0	0	0	14	74358959	15700
1775665417	1.29%	236.1MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	106	0	0	0	14	74360481	15700
1775665421	1.04%	235.5MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	106	0	0	0	14	74361529	15700
1775665424	1.34%	236.5MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	106	0	0	0	14	74362591	15700
1775665427	1.18%	235.9MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	106	0	0	0	14	74363795	15700
1775665430	1.24%	236MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	106	0	0	0	14	74364823	15700
1775665433	1.18%	236MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	106	0	0	0	14	74365884	15700
1775665436	1.23%	236.2MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	12	3	15	0	104	0	0	0	14	74367028	15700
1775665439	1.29%	235.7MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	12	3	15	0	106	0	0	0	14	74368170	15700
1775665442	1.33%	229.3MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	12	3	15	0	106	0	0	0	14	74369204	15700
1775665446	2.01%	229.1MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	105	0	0	0	14	74370373	15700
1775665450	0.00%	228.9MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	107	0	0	0	14	74371823	15700
1775665454	0.00%	228.9MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	107	0	0	0	14	74372893	15700
1775665457	0.01%	228.9MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	107	0	0	0	14	74373998	15700
1775665460	0.00%	229MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	107	0	0	0	14	74375108	15700
1775665463	0.00%	228.3MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	107	0	0	0	14	74376167	15700
1775665466	0.69%	229.5MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	12	3	15	0	107	0	0	0	14	74377321	15700
1775665469	0.00%	229.3MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	12	3	15	0	107	0	0	0	14	74378418	15700
1775665472	0.01%	228.9MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	12	3	15	0	107	0	0	0	14	74379443	15700
1775665475	0.01%	229.1MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	12	3	15	0	107	0	0	0	14	74380597	15700
1775665478	0.01%	229.6MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	107	0	0	0	14	74381765	15700
1775665481	0.00%	228.8MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	107	0	0	0	14	74382829	15700
1775665484	0.00%	229.3MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	107	0	0	0	14	74383887	15700
1775665487	0.00%	229.2MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	107	0	0	0	14	74384992	15700
1775665490	0.00%	229.3MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	107	0	0	0	14	74386086	15700
1775665493	0.00%	228.6MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	107	0	0	0	14	74387095	15700
1775665496	0.33%	229MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	12	3	15	0	107	0	0	0	14	74388163	15700
1775665499	0.00%	228.5MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	12	3	15	0	107	0	0	0	14	74389273	15700
1775665502	0.00%	229MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	12	3	15	0	107	0	0	0	14	74390358	15700
1775665505	0.01%	229MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	12	3	15	0	107	0	0	0	14	74391510	15700
1775665508	1.98%	228.8MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	106	0	0	0	14	74393009	15700
1775665512	1.35%	228.6MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	106	0	0	0	14	74394026	15700
1775665515	1.29%	229.4MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	106	0	0	0	14	74395141	15700
1775665518	1.34%	228.6MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	106	0	0	0	14	74396244	15700
1775665521	1.49%	229MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	106	0	0	0	14	74397240	15700
1775665524	1.50%	228.9MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	106	0	0	0	14	74398268	15700
1775665527	1.40%	228.6MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	12	3	15	0	106	0	0	0	14	74399401	15700
1775665530	1.37%	228.5MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	12	3	15	0	106	0	0	0	14	74400449	15700
1775665533	1.33%	228.6MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	12	3	15	0	106	0	0	0	14	74401442	15700
1775665536	1.37%	228.9MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	106	0	0	0	14	74402498	15700
1775665539	1.26%	229MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	106	0	0	0	14	74403604	15700
1775665542	1.43%	228.7MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	106	0	0	0	14	74404603	15700
1775665545	1.56%	229.2MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	106	0	0	0	14	74405770	15700
1775665548	1.16%	228.3MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	106	0	0	0	14	74406941	15700
1775665551	1.29%	228.6MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	106	0	0	0	14	74407978	15700
1775665554	1.36%	228.6MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	106	0	0	0	14	74409000	15700
1775665557	1.37%	228.7MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	12	3	15	0	106	0	0	0	14	74410144	15700
1775665560	1.31%	228.7MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	12	3	15	0	106	0	0	0	14	74411189	15700
1775665563	2.71%	228.9MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	12	3	15	0	104	0	0	0	14	74412254	15700
1775665566	1.50%	229.1MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	106	0	0	0	14	74413440	15700
1775665570	1.44%	228.8MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	105	0	0	0	14	74414662	15700
1775665573	1.33%	228.8MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	105	0	0	0	14	74415759	15700
1775665576	1.26%	228.4MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	105	0	0	0	14	74416913	15700
1775665579	1.18%	228.8MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	105	0	0	0	14	74418052	15700
1775665582	1.43%	229MiB / 3.884GiB	3.42GB / 11GB	559MB / 0B	11	3	15	0	105	0	0	0	14	74419172	15700
1775665585	3.67%	232.3MiB / 3.884GiB	3.42GB / 11GB	563MB / 0B	12	3	15	0	105	0	0	0	14	74420359	15700
1775665589	1.37%	232.9MiB / 3.884GiB	3.42GB / 11GB	563MB / 0B	12	3	15	0	105	0	0	0	14	74421499	15700
