table_schema,table_name,column_name,data_type,udt_name,is_nullable,column_default
public,room_directory,name,character varying,varchar,YES,
public,room_directory,topic,character varying,varchar,YES,
public,room_directory,avatar_url,character varying,varchar,YES,
public,room_directory,canonical_alias,character varying,varchar,YES,
public,room_directory,member_count,bigint,int8,YES,0
public,room_directory,primary_category,character varying,varchar,YES,
public,room_directory,searchable,boolean,bool,YES,true
public,room_invites,id,bigint,int8,NO,nextval('room_invites_id_seq'::regclass)
public,room_invites,invite_code,character varying,varchar,NO,
public,room_invites,room_id,character varying,varchar,NO,
public,room_invites,inviter_user_id,character varying,varchar,NO,
public,room_invites,invitee_email,character varying,varchar,YES,
public,room_invites,invitee_user_id,character varying,varchar,YES,
public,room_invites,is_used,boolean,bool,YES,false
public,room_invites,is_revoked,boolean,bool,YES,false
public,room_invites,expires_at,bigint,int8,YES,
public,room_invites,created_ts,bigint,int8,NO,((EXTRACT(epoch FROM now()) * (1000)::numeric))::bigint
public,room_invites,used_ts,bigint,int8,YES,
public,room_invites,revoked_ts,bigint,int8,YES,
public,room_invites,revoked_reason,text,text,YES,
public,room_memberships,room_id,character varying,varchar,NO,
public,room_memberships,user_id,character varying,varchar,NO,
public,room_memberships,sender,character varying,varchar,YES,
public,room_memberships,membership,character varying,varchar,NO,'join'::character varying
public,room_memberships,event_id,character varying,varchar,YES,
public,room_memberships,event_type,character varying,varchar,YES,'m.room.member'::character varying
public,room_memberships,display_name,character varying,varchar,YES,
public,room_memberships,avatar_url,character varying,varchar,YES,
public,room_memberships,is_banned,boolean,bool,YES,false
public,room_memberships,invite_token,character varying,varchar,YES,
public,room_memberships,updated_ts,bigint,int8,YES,
public,room_memberships,joined_ts,bigint,int8,YES,
public,room_memberships,left_ts,bigint,int8,YES,
public,room_memberships,reason,text,text,YES,
public,room_memberships,banned_by,character varying,varchar,YES,
public,room_memberships,ban_reason,text,text,YES,
public,room_memberships,ban_ts,bigint,int8,YES,
public,room_memberships,join_reason,text,text,YES,
public,room_parents,id,bigint,int8,NO,nextval('room_parents_id_seq'::regclass)
public,room_parents,room_id,character varying,varchar,NO,
public,room_parents,parent_id,character varying,varchar,NO,
public,room_parents,created_ts,bigint,int8,NO,
public,room_retention_policies,room_id,character varying,varchar,NO,
public,room_retention_policies,min_lifetime,bigint,int8,YES,
public,room_retention_policies,max_lifetime,bigint,int8,YES,
public,room_retention_policies,expires_at,timestamp with time zone,timestamptz,YES,
public,room_retention_policies,created_ts,bigint,int8,YES,
public,room_retention_policies,updated_ts,bigint,int8,YES,
public,room_retention_policies,id,bigint,int8,YES,nextval('room_retention_policies_id_seq'::regclass)
public,room_retention_policies,expire_on_clients,boolean,bool,YES,false
public,room_retention_policies,is_server_default,boolean,bool,YES,false
public,room_state_events,id,bigint,int8,NO,nextval('room_state_events_id_seq'::regclass)
public,room_state_events,room_id,text,text,NO,
public,room_state_events,type,text,text,NO,
public,room_state_events,state_key,text,text,NO,
public,room_state_events,content,jsonb,jsonb,NO,
public,room_state_events,sender,text,text,NO,
public,room_state_events,origin_server_ts,bigint,int8,NO,
public,room_summaries,id,integer,int4,NO,nextval('room_summaries_id_seq'::regclass)
public,room_summaries,room_id,character varying,varchar,NO,
public,room_summaries,creator,character varying,varchar,YES,
public,room_summaries,name,character varying,varchar,YES,
public,room_summaries,topic,text,text,YES,
public,room_summaries,avatar_url,character varying,varchar,YES,
public,room_summaries,canonical_alias,character varying,varchar,YES,
public,room_summaries,room_type,character varying,varchar,YES,
public,room_summaries,is_public,boolean,bool,YES,false
public,room_summaries,is_direct,boolean,bool,YES,false
public,room_summaries,is_space,boolean,bool,YES,false
public,room_summaries,is_encrypted,boolean,bool,YES,false
public,room_summaries,encryption_algorithm,character varying,varchar,YES,
public,room_summaries,join_rules,character varying,varchar,YES,
public,room_summaries,world_readable,boolean,bool,YES,false
public,room_summaries,guest_can_join,boolean,bool,YES,false
public,room_summaries,guest_access,character varying,varchar,YES,
public,room_summaries,history_visibility,character varying,varchar,YES,
public,room_summaries,federation_allowed,boolean,bool,YES,true
public,room_summaries,member_count,integer,int4,YES,0
public,room_summaries,joined_member_count,integer,int4,YES,0
public,room_summaries,invited_member_count,integer,int4,YES,0
public,room_summaries,joined_local_members,integer,int4,YES,0
public,room_summaries,invited_local_members,integer,int4,YES,0
public,room_summaries,active_member_count,integer,int4,YES,0
public,room_summaries,user_online_count,integer,int4,YES,0
public,room_summaries,user_active_count,integer,int4,YES,0
public,room_summaries,hero_users,jsonb,jsonb,YES,
public,room_summaries,stripped_state,jsonb,jsonb,YES,
public,room_summaries,pinned_events,jsonb,jsonb,YES,
public,room_summaries,room_id_version,character varying,varchar,YES,'1'::character varying
public,room_summaries,reference_timestamp,bigint,int8,YES,
public,room_summaries,is_partial_state_room,boolean,bool,YES,false
public,room_summaries,last_event_id,character varying,varchar,YES,
public,room_summaries,last_event_timestamp,bigint,int8,YES,
public,room_summaries,total_events,bigint,int8,YES,0
public,room_summaries,state_events,integer,int4,YES,0
public,room_summaries,membership_events,integer,int4,YES,0
public,room_summaries,message_events,integer,int4,YES,0
public,room_summaries,created_ts,bigint,int8,YES,
public,room_summaries,updated_ts,bigint,int8,YES,
public,room_summaries,last_event_ts,bigint,int8,YES,
public,room_summaries,last_message_ts,bigint,int8,YES,
public,room_summaries,unread_notifications,bigint,int8,YES,0
public,room_summaries,unread_highlight,bigint,int8,YES,0
public,room_summary_members,id,integer,int4,NO,nextval('room_summary_members_id_seq'::regclass)
public,room_summary_members,room_id,character varying,varchar,NO,
public,room_summary_members,user_id,character varying,varchar,NO,
public,room_summary_members,display_name,character varying,varchar,YES,
public,room_summary_members,avatar_url,character varying,varchar,YES,
public,room_summary_members,membership,character varying,varchar,YES,
public,room_summary_members,updated_ts,bigint,int8,YES,
public,room_summary_members,is_hero,boolean,bool,YES,false
public,room_summary_members,last_active_ts,bigint,int8,YES,
public,room_summary_members,created_ts,bigint,int8,YES,
public,room_summary_state,id,integer,int4,NO,nextval('room_summary_state_id_seq'::regclass)
public,room_summary_state,room_id,character varying,varchar,NO,
public,room_summary_state,state_json,jsonb,jsonb,YES,
public,room_summary_state,updated_ts,bigint,int8,NO,((EXTRACT(epoch FROM now()))::bigint * 1000)
public,room_summary_state,event_type,text,text,YES,
public,room_summary_state,created_ts,bigint,int8,NO,((EXTRACT(epoch FROM now()))::bigint * 1000)
public,room_summary_stats,id,integer,int4,NO,nextval('room_summary_stats_id_seq'::regclass)
public,room_summary_stats,room_id,character varying,varchar,NO,
public,room_summary_stats,total_messages,bigint,int8,YES,0
public,room_summary_stats,total_events,bigint,int8,YES,0
public,room_summary_stats,size_bytes,bigint,int8,YES,0
public,room_summary_stats,last_activity_ts,bigint,int8,YES,
public,room_summary_stats,updated_ts,bigint,int8,NO,((EXTRACT(epoch FROM now()))::bigint * 1000)
public,room_summary_stats,total_state_events,bigint,int8,YES,0
public,room_summary_stats,total_media,bigint,int8,NO,0
public,room_summary_stats,storage_size,bigint,int8,NO,0
public,room_summary_stats,last_updated_ts,bigint,int8,YES,
public,room_summary_stats,created_ts,bigint,int8,NO,((EXTRACT(epoch FROM now()))::bigint * 1000)
public,room_summary_update_queue,id,bigint,int8,NO,nextval('room_summary_update_queue_id_seq'::regclass)
public,room_summary_update_queue,room_id,text,text,NO,
public,room_summary_update_queue,event_id,text,text,NO,
public,room_summary_update_queue,event_type,text,text,NO,
public,room_summary_update_queue,state_key,text,text,YES,
public,room_summary_update_queue,priority,integer,int4,YES,0
public,room_summary_update_queue,status,text,text,YES,'pending'::text
public,room_summary_update_queue,created_ts,bigint,int8,NO,
public,room_summary_update_queue,processed_ts,bigint,int8,YES,
public,room_summary_update_queue,error_message,text,text,YES,
public,room_summary_update_queue,retry_count,integer,int4,YES,0
public,room_summary_update_queue,updated_ts,bigint,int8,NO,((EXTRACT(epoch FROM now()))::bigint * 1000)
public,rooms,room_id,character varying,varchar,NO,
public,rooms,creator,character varying,varchar,YES,
public,rooms,is_public,boolean,bool,YES,false
public,rooms,room_version,character varying,varchar,YES,'6'::character varying
public,rooms,has_auth_chain_index,boolean,bool,YES,false
public,rooms,create_event_id,character varying,varchar,YES,
public,rooms,join_rules,character varying,varchar,YES,'invite'::character varying
public,rooms,join_rules_event_id,character varying,varchar,YES,
public,rooms,updated_ts,bigint,int8,YES,
public,rooms,join_rule,character varying,varchar,YES,'invite'::character varying
public,rooms,name,character varying,varchar,YES,
public,rooms,topic,text,text,YES,
public,rooms,avatar_url,character varying,varchar,YES,
public,rooms,canonical_alias,character varying,varchar,YES,
public,rooms,member_count,bigint,int8,YES,0
public,rooms,history_visibility,character varying,varchar,YES,'joined'::character varying
public,rooms,encryption,character varying,varchar,YES,
public,rooms,last_activity_ts,bigint,int8,YES,
public,rooms,guest_access,character varying,varchar,YES,'forbidden'::character varying
public,rooms,version,character varying,varchar,YES,'6'::character varying
public,rooms,creation_ts,bigint,int8,YES,
public,rooms,room_type,character varying,varchar,YES,'m.room'::character varying
public,rooms,created_ts,bigint,int8,YES,
public,saml_auth_events,id,bigint,int8,NO,nextval('saml_auth_events_id_seq'::regclass)
public,saml_auth_events,session_id,text,text,YES,
public,saml_auth_events,user_id,text,text,YES,
public,saml_auth_events,name_id,text,text,YES,
public,saml_auth_events,issuer,text,text,YES,
public,saml_auth_events,event_type,text,text,NO,
public,saml_auth_events,status,text,text,NO,
public,saml_auth_events,error_message,text,text,YES,
public,saml_auth_events,ip_address,text,text,YES,
public,saml_auth_events,user_agent,text,text,YES,
public,saml_auth_events,request_id,text,text,YES,
public,saml_auth_events,attributes,jsonb,jsonb,YES,'{}'::jsonb
public,saml_auth_events,created_ts,bigint,int8,NO,
public,saml_identity_providers,id,integer,int4,NO,nextval('saml_identity_providers_id_seq'::regclass)
public,saml_identity_providers,entity_id,character varying,varchar,NO,
public,saml_identity_providers,name,character varying,varchar,NO,
public,saml_identity_providers,metadata_url,text,text,YES,
public,saml_identity_providers,metadata_xml,text,text,YES,
public,saml_identity_providers,sso_url,text,text,YES,
public,saml_identity_providers,slo_url,text,text,YES,
public,saml_identity_providers,x509cert,text,text,YES,
public,saml_identity_providers,is_enabled,boolean,bool,YES,true
public,saml_identity_providers,created_ts,timestamp with time zone,timestamptz,YES,now()
public,saml_identity_providers,updated_ts,timestamp with time zone,timestamptz,YES,now()
public,saml_logout_requests,id,bigint,int8,NO,nextval('saml_logout_requests_id_seq'::regclass)
public,saml_logout_requests,request_id,text,text,NO,
public,saml_logout_requests,session_id,text,text,YES,
public,saml_logout_requests,user_id,text,text,YES,
public,saml_logout_requests,name_id,text,text,YES,
public,saml_logout_requests,issuer,text,text,YES,
public,saml_logout_requests,reason,text,text,YES,
public,saml_logout_requests,status,text,text,YES,'pending'::text
public,saml_logout_requests,created_ts,bigint,int8,NO,
public,saml_logout_requests,processed_ts,bigint,int8,YES,
public,saml_sessions,id,integer,int4,NO,nextval('saml_sessions_id_seq'::regclass)
public,saml_sessions,session_id,character varying,varchar,NO,
public,saml_sessions,user_id,character varying,varchar,YES,
public,saml_sessions,name_id,character varying,varchar,YES,
public,saml_sessions,issuer,character varying,varchar,YES,
public,saml_sessions,created_ts,timestamp with time zone,timestamptz,YES,now()
public,saml_sessions,expires_at,timestamp with time zone,timestamptz,NO,
public,saml_sessions,attributes,jsonb,jsonb,YES,'{}'::jsonb
public,saml_sessions,status,character varying,varchar,YES,'active'::character varying
public,saml_user_mapping,id,integer,int4,NO,nextval('saml_user_mapping_id_seq'::regclass)
public,saml_user_mapping,user_id,character varying,varchar,NO,
public,saml_user_mapping,name_id,character varying,varchar,NO,
public,saml_user_mapping,issuer,character varying,varchar,NO,
public,saml_user_mapping,attributes,jsonb,jsonb,YES,'{}'::jsonb
public,saml_user_mapping,first_auth_at,timestamp with time zone,timestamptz,YES,now()
public,saml_user_mapping,last_auth_at,timestamp with time zone,timestamptz,YES,now()
public,schema_migrations,version,character varying,varchar,NO,
public,schema_migrations,checksum,character varying,varchar,YES,
public,schema_migrations,execution_time_ms,bigint,int8,YES,
public,schema_migrations,success,boolean,bool,NO,true
public,schema_migrations,executed_at,timestamp with time zone,timestamptz,YES,now()
public,schema_migrations,error_message,text,text,YES,
public,schema_migrations,description,text,text,YES,
public,security_events,id,integer,int4,NO,nextval('security_events_id_seq'::regclass)
public,security_events,event_type,character varying,varchar,NO,
public,security_events,user_id,character varying,varchar,YES,
public,security_events,ip_address,character varying,varchar,YES,
public,security_events,user_agent,text,text,YES,
public,security_events,details,jsonb,jsonb,YES,'{}'::jsonb
public,security_events,description,text,text,YES,
public,security_events,severity,character varying,varchar,YES,'info'::character varying
public,security_events,created_ts,bigint,int8,YES,((EXTRACT(epoch FROM now()) * (1000)::numeric))::bigint
public,server_media_quota_backup_20260301,id,integer,int4,YES,
public,server_media_quota_backup_20260301,server_name,character varying,varchar,YES,
public,server_media_quota_backup_20260301,quota_bytes,bigint,int8,YES,
public,server_media_quota_backup_20260301,used_bytes,bigint,int8,YES,
public,server_media_quota_backup_20260301,created_ts,timestamp with time zone,timestamptz,YES,
public,server_media_quota_backup_20260301,updated_ts,timestamp with time zone,timestamptz,YES,
public,server_notifications_backup_20260301,id,integer,int4,YES,
public,server_notifications_backup_20260301,title,character varying,varchar,YES,
public,server_notifications_backup_20260301,content,text,text,YES,
public,server_notifications_backup_20260301,notification_type,character varying,varchar,YES,
public,server_notifications_backup_20260301,priority,integer,int4,YES,
public,server_notifications_backup_20260301,target_audience,character varying,varchar,YES,
public,server_notifications_backup_20260301,target_user_ids,jsonb,jsonb,YES,
public,server_notifications_backup_20260301,starts_at,timestamp with time zone,timestamptz,YES,
public,server_notifications_backup_20260301,expires_at,timestamp with time zone,timestamptz,YES,
public,server_notifications_backup_20260301,is_enabled,boolean,bool,YES,
public,server_notifications_backup_20260301,is_dismissable,boolean,bool,YES,
public,server_notifications_backup_20260301,action_url,character varying,varchar,YES,
public,server_notifications_backup_20260301,action_text,character varying,varchar,YES,
public,server_notifications_backup_20260301,created_by,character varying,varchar,YES,
public,server_notifications_backup_20260301,created_ts,timestamp with time zone,timestamptz,YES,
public,server_notifications_backup_20260301,updated_ts,timestamp with time zone,timestamptz,YES,
public,server_retention_policy,id,bigint,int8,NO,nextval('server_retention_policy_id_seq'::regclass)
public,server_retention_policy,min_lifetime,bigint,int8,YES,
public,server_retention_policy,max_lifetime,bigint,int8,YES,
public,server_retention_policy,allow_default,boolean,bool,YES,true
public,server_retention_policy,is_default,boolean,bool,YES,false
public,server_retention_policy,updated_ts,bigint,int8,YES,
public,server_retention_policy,expire_on_clients,boolean,bool,YES,false
public,server_retention_policy,created_ts,bigint,int8,YES,
public,space_children,id,bigint,int8,NO,nextval('space_children_id_seq'::regclass)
public,space_children,space_id,character varying,varchar,NO,
public,space_children,room_id,character varying,varchar,NO,
public,space_children,order,character varying,varchar,YES,
public,space_children,is_suggested,boolean,bool,YES,false
public,space_children,added_by,character varying,varchar,NO,
public,space_children,added_ts,bigint,int8,NO,
public,space_children,removed_ts,bigint,int8,YES,
public,space_children,suggested,boolean,bool,YES,false
public,space_children,order_str,character varying,varchar,YES,
public,space_children,via_servers,ARRAY,_text,YES,
public,space_events,id,bigint,int8,NO,nextval('space_events_id_seq'::regclass)
public,space_events,event_id,character varying,varchar,NO,
public,space_events,space_id,character varying,varchar,NO,
public,space_events,event_type,character varying,varchar,NO,
public,space_events,sender,character varying,varchar,NO,
public,space_events,content,jsonb,jsonb,YES,
public,space_events,state_key,character varying,varchar,YES,
public,space_events,origin_server_ts,bigint,int8,NO,
public,space_events,processed_ts,bigint,int8,YES,
public,space_members,id,bigint,int8,NO,nextval('space_members_id_seq'::regclass)
public,space_members,space_id,character varying,varchar,NO,
public,space_members,user_id,character varying,varchar,NO,
public,space_members,membership,character varying,varchar,YES,'join'::character varying
public,space_members,joined_ts,bigint,int8,NO,
public,space_members,inviter,character varying,varchar,YES,
public,space_members,left_ts,bigint,int8,YES,
public,space_members,updated_ts,bigint,int8,YES,
public,space_statistics,space_id,character varying,varchar,NO,
public,space_statistics,child_count,integer,int4,YES,0
public,space_statistics,member_count,integer,int4,YES,0
public,space_statistics,updated_ts,bigint,int8,YES,
public,space_summaries,id,bigint,int8,NO,nextval('space_summaries_id_seq'::regclass)
public,space_summaries,space_id,character varying,varchar,NO,
public,space_summaries,total_members,integer,int4,YES,0
public,space_summaries,total_rooms,integer,int4,YES,0
public,space_summaries,total_children,integer,int4,YES,0
public,space_summaries,updated_ts,bigint,int8,NO,
public,space_summaries,summary,jsonb,jsonb,YES,
public,space_summaries,children_count,bigint,int8,YES,0
public,space_summaries,member_count,bigint,int8,YES,0
public,spaces,space_id,character varying,varchar,NO,
public,spaces,room_id,character varying,varchar,NO,
public,spaces,name,character varying,varchar,YES,
public,spaces,topic,text,text,YES,
public,spaces,avatar_url,character varying,varchar,YES,
public,spaces,creator,character varying,varchar,NO,
public,spaces,join_rule,character varying,varchar,YES,'invite'::character varying
public,spaces,visibility,character varying,varchar,YES,'private'::character varying
public,spaces,creation_ts,bigint,int8,NO,
public,spaces,updated_ts,bigint,int8,YES,
public,spaces,is_public,boolean,bool,YES,false
public,spaces,parent_space_id,character varying,varchar,YES,
public,spaces,room_type,character varying,varchar,YES,'m.space'::character varying
public,spam_check_results,id,integer,int4,NO,nextval('spam_check_results_id_seq'::regclass)
public,spam_check_results,event_id,character varying,varchar,NO,
public,spam_check_results,sender,character varying,varchar,NO,
public,spam_check_results,room_id,character varying,varchar,YES,
public,spam_check_results,result,character varying,varchar,NO,
public,spam_check_results,reason,text,text,YES,
public,spam_check_results,checked_ts,bigint,int8,NO,
public,third_party_rule_results,id,integer,int4,NO,nextval('third_party_rule_results_id_seq'::regclass)
public,third_party_rule_results,event_id,character varying,varchar,NO,
public,third_party_rule_results,rule_type,character varying,varchar,NO,
public,third_party_rule_results,rule_action,character varying,varchar,NO,
public,third_party_rule_results,result,character varying,varchar,NO,
public,third_party_rule_results,reason,text,text,YES,
public,third_party_rule_results,evaluated_ts,bigint,int8,NO,
public,thread_read_receipts,id,bigint,int8,NO,nextval('thread_read_receipts_id_seq'::regclass)
public,thread_read_receipts,room_id,character varying,varchar,NO,
public,thread_read_receipts,thread_id,character varying,varchar,NO,
public,thread_read_receipts,user_id,character varying,varchar,NO,
public,thread_read_receipts,last_read_event_id,character varying,varchar,YES,
public,thread_read_receipts,last_read_ts,bigint,int8,NO,
public,thread_read_receipts,unread_count,integer,int4,YES,0
public,thread_read_receipts,updated_ts,bigint,int8,NO,
public,thread_replies,id,bigint,int8,NO,nextval('thread_replies_id_seq'::regclass)
public,thread_replies,room_id,character varying,varchar,NO,
public,thread_replies,thread_id,character varying,varchar,NO,
public,thread_replies,event_id,character varying,varchar,NO,
public,thread_replies,root_event_id,character varying,varchar,NO,
public,thread_replies,sender,character varying,varchar,NO,
public,thread_replies,in_reply_to_event_id,character varying,varchar,YES,
public,thread_replies,content,jsonb,jsonb,YES,'{}'::jsonb
public,thread_replies,origin_server_ts,bigint,int8,NO,
public,thread_replies,is_edited,boolean,bool,YES,false
public,thread_replies,is_redacted,boolean,bool,YES,false
public,thread_replies,created_ts,bigint,int8,NO,
public,thread_roots,id,bigint,int8,NO,nextval('thread_roots_id_seq'::regclass)
public,thread_roots,room_id,character varying,varchar,NO,
public,thread_roots,event_id,character varying,varchar,NO,
public,thread_roots,thread_id,character varying,varchar,NO,
public,thread_roots,creator,character varying,varchar,NO,
public,thread_roots,created_ts,bigint,int8,NO,
public,thread_roots,last_reply_ts,bigint,int8,YES,
public,thread_roots,reply_count,integer,int4,YES,0
public,thread_roots,is_enabled,boolean,bool,YES,true
public,thread_roots,root_event_id,character varying,varchar,NO,
public,thread_roots,sender,character varying,varchar,NO,
public,thread_roots,content,jsonb,jsonb,YES,'{}'::jsonb
public,thread_roots,origin_server_ts,bigint,int8,NO,
public,thread_roots,last_reply_event_id,character varying,varchar,YES,
public,thread_roots,last_reply_sender,character varying,varchar,YES,
public,thread_roots,is_frozen,boolean,bool,YES,false
public,thread_roots,updated_ts,bigint,int8,YES,
public,thread_statistics,id,bigint,int8,NO,nextval('thread_statistics_id_seq'::regclass)
public,thread_statistics,room_id,text,text,NO,
public,thread_statistics,thread_root_event_id,text,text,NO,
public,thread_statistics,reply_count,bigint,int8,YES,0
public,thread_statistics,last_reply_event_id,text,text,YES,
public,thread_statistics,last_reply_sender,text,text,YES,
public,thread_statistics,last_reply_ts,bigint,int8,YES,
public,thread_statistics,participants,jsonb,jsonb,YES,'[]'::jsonb
public,thread_statistics,created_ts,bigint,int8,NO,
public,thread_statistics,updated_ts,bigint,int8,YES,
public,thread_subscriptions,id,bigint,int8,NO,nextval('thread_subscriptions_id_seq'::regclass)
public,thread_subscriptions,room_id,character varying,varchar,NO,
public,thread_subscriptions,thread_id,character varying,varchar,NO,
public,thread_subscriptions,user_id,character varying,varchar,NO,
public,thread_subscriptions,notification_level,character varying,varchar,NO,'all'::character varying
public,thread_subscriptions,is_muted,boolean,bool,YES,false
public,thread_subscriptions,subscribed_ts,bigint,int8,NO,
public,thread_subscriptions,updated_ts,bigint,int8,NO,
public,thumbnails,id,bigint,int8,NO,nextval('thumbnails_id_seq'::regclass)
public,thumbnails,media_id,text,text,NO,
public,thumbnails,width,integer,int4,NO,
public,thumbnails,height,integer,int4,NO,
public,thumbnails,method,text,text,NO,
public,thumbnails,content_type,text,text,NO,
public,thumbnails,size,bigint,int8,NO,
public,thumbnails,created_ts,bigint,int8,NO,
public,to_device_messages,id,integer,int4,NO,nextval('to_device_messages_id_seq'::regclass)
public,to_device_messages,sender_user_id,character varying,varchar,NO,
public,to_device_messages,sender_device_id,character varying,varchar,YES,
public,to_device_messages,recipient_user_id,character varying,varchar,NO,
public,to_device_messages,recipient_device_id,character varying,varchar,NO,
public,to_device_messages,message_type,character varying,varchar,NO,
public,to_device_messages,content,jsonb,jsonb,NO,
public,to_device_messages,created_ts,bigint,int8,NO,
public,to_device_messages,delivered,boolean,bool,YES,false
public,to_device_messages,delivered_ts,bigint,int8,YES,
public,token_blacklist,id,bigint,int8,NO,nextval('token_blacklist_id_seq'::regclass)
public,token_blacklist,token_hash,character varying,varchar,NO,
public,token_blacklist,token_type,character varying,varchar,NO,
public,token_blacklist,user_id,character varying,varchar,NO,
public,token_blacklist,revoked_ts,bigint,int8,NO,((EXTRACT(epoch FROM now()) * (1000)::numeric))::bigint
public,token_blacklist,expires_at,bigint,int8,YES,
public,token_blacklist,reason,character varying,varchar,YES,
public,token_blacklist,revoked_at,bigint,int8,YES,
public,token_blacklist,token,text,text,YES,
public,token_blacklist,expires_ts,bigint,int8,YES,
public,typing,user_id,text,text,NO,
public,typing,room_id,text,text,NO,
public,typing,typing,boolean,bool,YES,false
public,typing,last_active_ts,bigint,int8,NO,
public,user_account_data,id,bigint,int8,NO,nextval('user_account_data_id_seq'::regclass)
public,user_account_data,user_id,text,text,NO,
public,user_account_data,event_type,text,text,NO,
public,user_account_data,content,text,text,NO,
public,user_account_data,created_ts,bigint,int8,NO,
public,user_directory,user_id,text,text,NO,
public,user_directory,room_id,text,text,NO,
public,user_directory,visibility,text,text,NO,'private'::text
public,user_directory,added_by,text,text,YES,
public,user_directory,created_ts,bigint,int8,NO,
public,user_media_quota_backup_20260301,id,integer,int4,YES,
public,user_media_quota_backup_20260301,user_id,character varying,varchar,YES,
public,user_media_quota_backup_20260301,quota_bytes,bigint,int8,YES,
public,user_media_quota_backup_20260301,used_bytes,bigint,int8,YES,
public,user_media_quota_backup_20260301,media_count,integer,int4,YES,
public,user_media_quota_backup_20260301,created_ts,timestamp with time zone,timestamptz,YES,
public,user_media_quota_backup_20260301,updated_ts,timestamp with time zone,timestamptz,YES,
public,user_profiles,user_id,character varying,varchar,NO,
public,user_profiles,displayname,character varying,varchar,YES,
public,user_profiles,avatar_url,character varying,varchar,YES,
public,user_profiles,updated_ts,bigint,int8,NO,((EXTRACT(epoch FROM now()) * (1000)::numeric))::bigint
public,user_sessions,id,bigint,int8,YES,
public,user_sessions,user_id,character varying,varchar,YES,
public,user_sessions,device_id,character varying,varchar,YES,
public,user_sessions,created_ts,bigint,int8,YES,
public,user_sessions,expires_ts,bigint,int8,YES,
public,user_sessions,device_name,character varying,varchar,YES,
public,user_sessions,status,text,text,YES,
public,user_threepids,id,uuid,uuid,NO,gen_random_uuid()
public,user_threepids,user_id,character varying,varchar,NO,
public,user_threepids,medium,character varying,varchar,NO,
public,user_threepids,address,character varying,varchar,NO,
public,user_threepids,validated_at,bigint,int8,YES,
public,user_threepids,added_at,bigint,int8,NO,(EXTRACT(epoch FROM now()) * (1000)::numeric)
public,user_threepids,session_id,character varying,varchar,YES,
public,user_threepids,client_secret,character varying,varchar,YES,
public,users,user_id,character varying,varchar,NO,
public,users,username,character varying,varchar,NO,
public,users,password_hash,text,text,YES,
public,users,displayname,character varying,varchar,YES,
public,users,avatar_url,character varying,varchar,YES,
public,users,is_admin,boolean,bool,YES,false
public,users,is_guest,boolean,bool,YES,false
public,users,user_type,character varying,varchar,YES,
public,users,is_deactivated,boolean,bool,NO,false
public,users,is_shadow_banned,boolean,bool,YES,false
public,users,consent_version,character varying,varchar,YES,
public,users,appservice_id,character varying,varchar,YES,
public,users,creation_ts,bigint,int8,NO,((EXTRACT(epoch FROM now()) * (1000)::numeric))::bigint
public,users,updated_ts,bigint,int8,YES,
public,users,generation,bigint,int8,NO,0
public,users,invalid_update_ts,bigint,int8,YES,
public,users,migration_state,character varying,varchar,YES,
public,users,last_seen_ts,bigint,int8,YES,
public,users,last_seen_ip,character varying,varchar,YES,
public,users,failed_login_attempts,integer,int4,YES,0
public,users,locked_until_ts,bigint,int8,YES,
public,users,password_changed_ts,bigint,int8,YES,
public,users,must_change_password,boolean,bool,YES,false
public,users,email,character varying,varchar,YES,
public,users,phone,character varying,varchar,YES,
public,users,threepids,jsonb,jsonb,YES,'[]'::jsonb
public,users,user_threepids,jsonb,jsonb,YES,'[]'::jsonb
public,users,consent_ts,bigint,int8,YES,
public,users,name,character varying,varchar,YES,
public,v_active_users,user_id,character varying,varchar,YES,
public,v_active_users,username,character varying,varchar,YES,
public,v_active_users,displayname,character varying,varchar,YES,
public,v_active_users,email,character varying,varchar,YES,
public,v_active_users,creation_ts,bigint,int8,YES,
public,v_active_users,device_count,bigint,int8,YES,
public,v_active_users,last_active_ts,bigint,int8,YES,
public,v_room_statistics,room_id,character varying,varchar,YES,
public,v_room_statistics,name,character varying,varchar,YES,
public,v_room_statistics,is_public,boolean,bool,YES,
public,v_room_statistics,creation_ts,bigint,int8,YES,
public,v_room_statistics,joined_members,bigint,int8,YES,
public,v_room_statistics,invited_members,bigint,int8,YES,
public,v_room_statistics,left_members,bigint,int8,YES,
public,v_room_statistics,total_events,bigint,int8,YES,
public,voice_messages,id,bigint,int8,NO,nextval('voice_messages_id_seq'::regclass)
public,voice_messages,event_id,character varying,varchar,NO,
public,voice_messages,room_id,character varying,varchar,NO,
public,voice_messages,user_id,character varying,varchar,NO,
public,voice_messages,media_id,character varying,varchar,YES,
public,voice_messages,duration_ms,integer,int4,NO,
public,voice_messages,waveform,text,text,YES,
public,voice_messages,mime_type,character varying,varchar,YES,
public,voice_messages,file_size,bigint,int8,YES,
public,voice_messages,transcription,text,text,YES,
public,voice_messages,encryption,jsonb,jsonb,YES,
public,voice_messages,is_processed,boolean,bool,YES,false
public,voice_messages,processed_ts,bigint,int8,YES,
public,voice_messages,created_ts,bigint,int8,NO,
public,voice_usage_stats,id,bigint,int8,NO,nextval('voice_usage_stats_id_seq'::regclass)
public,voice_usage_stats,user_id,character varying,varchar,NO,
public,voice_usage_stats,room_id,character varying,varchar,YES,
public,voice_usage_stats,date,date,date,NO,
