table_schema,table_name,column_name,data_type,udt_name,is_nullable,column_default
public,voice_usage_stats,period_start,timestamp without time zone,timestamp,YES,
public,voice_usage_stats,period_end,timestamp without time zone,timestamp,YES,
public,voice_usage_stats,total_duration_ms,bigint,int8,YES,0
public,voice_usage_stats,total_file_size,bigint,int8,YES,0
public,voice_usage_stats,message_count,bigint,int8,YES,0
public,voice_usage_stats,last_activity_ts,bigint,int8,YES,
public,voice_usage_stats,last_active_ts,bigint,int8,YES,
public,voice_usage_stats,created_ts,bigint,int8,YES,
public,voice_usage_stats,updated_ts,bigint,int8,YES,
public,worker_commands,id,integer,int4,NO,nextval('worker_commands_id_seq'::regclass)
public,worker_commands,worker_id,character varying,varchar,NO,
public,worker_commands,command,character varying,varchar,NO,
public,worker_commands,params,jsonb,jsonb,YES,
public,worker_commands,result,jsonb,jsonb,YES,
public,worker_commands,status,character varying,varchar,YES,'pending'::character varying
public,worker_commands,created_ts,bigint,int8,NO,
public,worker_commands,completed_ts,bigint,int8,YES,
public,worker_commands,target_worker_id,text,text,YES,
public,worker_commands,command_id,text,text,YES,
public,worker_connections,id,bigint,int8,NO,nextval('worker_connections_id_seq'::regclass)
public,worker_connections,source_worker_id,character varying,varchar,NO,
public,worker_connections,target_worker_id,character varying,varchar,NO,
public,worker_connections,connection_type,character varying,varchar,NO,
public,worker_connections,established_ts,bigint,int8,NO,
public,worker_connections,last_activity_ts,bigint,int8,YES,
public,worker_connections,bytes_sent,bigint,int8,YES,0
public,worker_connections,bytes_received,bigint,int8,YES,0
public,worker_connections,messages_sent,bigint,int8,YES,0
public,worker_connections,messages_received,bigint,int8,YES,0
public,worker_events,id,integer,int4,NO,nextval('worker_events_id_seq'::regclass)
public,worker_events,worker_id,character varying,varchar,NO,
public,worker_events,event_type,character varying,varchar,NO,
public,worker_events,event_data,jsonb,jsonb,YES,
public,worker_events,created_ts,bigint,int8,NO,
public,worker_events,stream_id,bigint,int8,YES,
public,worker_health_checks,id,integer,int4,NO,nextval('worker_health_checks_id_seq'::regclass)
public,worker_health_checks,worker_id,character varying,varchar,NO,
public,worker_health_checks,check_type,character varying,varchar,NO,
public,worker_health_checks,status,character varying,varchar,NO,
public,worker_health_checks,details,jsonb,jsonb,YES,'{}'::jsonb
public,worker_health_checks,checked_at,timestamp with time zone,timestamptz,YES,now()
public,worker_statistics,id,integer,int4,NO,nextval('worker_statistics_id_seq'::regclass)
public,worker_statistics,worker_id,character varying,varchar,NO,
public,worker_statistics,stat_type,character varying,varchar,NO,
public,worker_statistics,stat_value,jsonb,jsonb,NO,
public,worker_statistics,recorded_ts,bigint,int8,NO,
public,worker_stream_positions,id,bigint,int8,NO,nextval('worker_stream_positions_id_seq'::regclass)
public,worker_stream_positions,stream_name,character varying,varchar,NO,
public,worker_stream_positions,instance_name,character varying,varchar,NO,
public,worker_stream_positions,position,bigint,int8,NO,0
public,worker_stream_positions,updated_ts,bigint,int8,NO,(EXTRACT(epoch FROM now()) * (1000)::numeric)
public,worker_task_assignments,id,integer,int4,NO,nextval('worker_task_assignments_id_seq'::regclass)
public,worker_task_assignments,task_id,character varying,varchar,NO,
public,worker_task_assignments,worker_id,character varying,varchar,YES,
public,worker_task_assignments,task_type,character varying,varchar,YES,
public,worker_task_assignments,status,character varying,varchar,YES,'pending'::character varying
public,worker_task_assignments,task_data,jsonb,jsonb,YES,
public,worker_task_assignments,assigned_ts,bigint,int8,YES,
public,worker_task_assignments,started_ts,bigint,int8,YES,
public,worker_task_assignments,completed_ts,bigint,int8,YES,
public,worker_tasks,id,bigint,int8,NO,nextval('worker_tasks_id_seq'::regclass)
public,worker_tasks,task_type,text,text,NO,
public,worker_tasks,task_data,jsonb,jsonb,YES,'{}'::jsonb
public,worker_tasks,priority,integer,int4,YES,0
public,worker_tasks,status,text,text,YES,'pending'::text
public,worker_tasks,assigned_worker_id,text,text,YES,
public,worker_tasks,result,jsonb,jsonb,YES,
public,worker_tasks,error_message,text,text,YES,
public,worker_tasks,created_ts,bigint,int8,NO,
public,worker_tasks,started_ts,bigint,int8,YES,
public,worker_tasks,completed_ts,bigint,int8,YES,
public,worker_tasks,retry_count,integer,int4,YES,0
public,worker_type_statistics,id,integer,int4,NO,nextval('worker_type_statistics_id_seq'::regclass)
public,worker_type_statistics,worker_type,character varying,varchar,NO,
public,worker_type_statistics,instance_count,integer,int4,YES,0
public,worker_type_statistics,total_tasks,integer,int4,YES,0
public,worker_type_statistics,active_tasks,integer,int4,YES,0
public,worker_type_statistics,avg_response_time,double precision,float8,YES,
public,worker_type_statistics,recorded_ts,bigint,int8,NO,
public,workers,id,bigint,int8,NO,nextval('workers_id_seq'::regclass)
public,workers,worker_id,character varying,varchar,NO,
public,workers,worker_name,character varying,varchar,NO,
public,workers,worker_type,character varying,varchar,NO,
public,workers,host,character varying,varchar,NO,
public,workers,port,integer,int4,NO,
public,workers,status,character varying,varchar,YES,'starting'::character varying
public,workers,last_heartbeat_ts,bigint,int8,YES,
public,workers,started_ts,bigint,int8,NO,
public,workers,stopped_ts,bigint,int8,YES,
public,workers,config,jsonb,jsonb,YES,'{}'::jsonb
public,workers,metadata,jsonb,jsonb,YES,'{}'::jsonb
public,workers,version,character varying,varchar,YES,
